buggy_B2,buggy_AG,buggy_MA,buggy_RA,ns,nd,nf,entropy,la,ld,lt,fix,ndev,age,nuc,exp,rexp,sexp
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0.105361,0.105361,2.302585,0,0.693147,0.10436,0.693147,4.59512,4.470724,4.394449
clean,clean,clean,clean,0,0,0,0,0,0,0,0,0,0,0,5.484797,5.371103,0
clean,clean,clean,clean,0.693147,1.098612,1.386294,0.910763,0.033061,0.108716,4.787492,0,1.098612,1.948763,1.791759,4.60517,4.479947,4.406719
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,3.583519,0,0,0,0,0,0,4.615121,4.491217,4.418841
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0.616986,0.4099,4.330733,0,1.098612,4.362461,1.098612,4.624973,4.502362,4.430817
buggy,buggy,buggy,buggy,0.693147,1.386294,1.386294,0.111411,0.442272,0.439338,5.395126,1,1.098612,1.98238,1.541159,4.634729,4.504244,4.442651
buggy,clean,clean,clean,0.693147,0.693147,1.386294,0.843552,0.159914,0,5.159055,0,1.098612,1.7492,1.541159,4.644391,4.515245,4.454347
clean,clean,clean,clean,1.098612,2.397895,4.488636,1.086003,3.55628,0,0.329304,0,0.693147,0.828552,0.00995,4.204693,4.115617,3.433987
buggy,clean,clean,clean,0.693147,0.693147,1.386294,0.894728,0.053956,0.019008,5.058346,1,1.098612,2.931727,2.037317,4.65396,4.506233,4.465908
clean,buggy,buggy,buggy,0.693147,0.693147,0.693147,0,0,0.028171,3.583519,0,1.098612,1.654411,1.098612,4.276666,4.183728,1.791759
clean,clean,clean,clean,0.693147,2.302585,4.477337,1.083201,0,0.693289,2.667922,0,0.693147,1.658228,0.00995,4.304065,4.213608,3.433987
clean,clean,clean,clean,1.098612,1.098612,1.098612,0.651437,0.042864,0.042864,4.241327,0,1.386294,3.449035,1.94591,5.602119,5.480222,1.386294
buggy,clean,clean,clean,0.693147,2.302585,3.912023,1.889057,0.10659,0.011885,4.873134,0,1.098612,4.329812,0.425268,4.532599,4.455974,1.098612
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,3.583519,0,0,0,0,0,0,5.693732,5.578597,0.693147
clean,clean,clean,clean,0.693147,1.386294,1.609438,0.978612,0.094086,0.02655,4.722953,0,1.386294,3.923952,1.658228,4.744932,4.57368,4.477337
clean,clean,clean,clean,0.693147,0.693147,1.098612,0.690491,0.105679,0,5.062595,0,1.098612,4.173618,1.609438,4.75359,4.583947,4.488636
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,3.433987,0,0,0,0,0,0,4.762174,4.594109,4.49981
buggy,buggy,buggy,clean,0.693147,0.693147,0.693147,0,0.244692,0,5.717028,0,1.098612,3.258481,2.302585,4.770685,4.60407,4.51086
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,3.367296,0,0,0,0,0,0,4.779123,4.60966,4.521789
buggy,clean,clean,clean,0.693147,1.098612,1.386294,0.656404,0.0226,0.084867,5.45673,0,1.386294,3.307619,1.465568,4.787492,4.615121,4.532599
clean,clean,clean,clean,0.693147,0.693147,1.098612,0.685734,0.023287,0.022007,5.948035,0,1.098612,2.983153,1.94591,4.795791,4.624973,4.543295
clean,clean,clean,clean,0.693147,1.386294,1.609438,0.935619,0.010582,0.010582,5.241747,0,1.386294,2.641198,1.981001,4.804021,4.634729,4.553877
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0.011834,0.011834,5.129899,0,1.098612,1.589235,1.791759,4.812184,4.644391,4.564348
buggy,buggy,buggy,buggy,0.693147,2.302585,3.931826,1.561375,0.045951,0.057338,5.261757,0,1.386294,3.784644,0.900161,4.820282,4.635408,4.574711
buggy,buggy,buggy,buggy,0.693147,2.397895,4.043051,1.783712,0.041153,0.102399,5.243333,0,1.386294,3.946424,0.737164,4.828314,4.62918,4.584967
buggy,clean,buggy,buggy,0.693147,1.098612,1.609438,0.990374,5.988961,0,0,0,0,0,0,4.836282,4.638895,4.59512
clean,clean,clean,clean,0.693147,1.94591,3.135494,1.576167,0.005055,0.681852,5.598755,0,1.609438,2.786245,0.57098,4.859812,4.665418,4.60517
buggy,buggy,buggy,buggy,0.693147,1.791759,2.890372,1.517481,0.090652,0.078283,4.481985,0,1.386294,3.348851,0.828552,4.867534,4.665795,4.615121
clean,clean,clean,clean,0.693147,1.386294,1.94591,0.784057,0.142083,0.144288,4.882802,0,1.386294,2.497329,1.252763,4.875197,4.675163,4.624973
clean,clean,clean,clean,0,0,0,0,0,0,0,0,0,0,0,4.882802,4.684443,0
clean,clean,clean,clean,0.693147,1.098612,1.94591,0.697657,1.86715,0.687046,3.733614,0,1.098612,4.084967,0.285179,5.796058,5.609179,1.098612
buggy,clean,clean,clean,0.693147,1.386294,1.609438,0.849612,0.501897,0.144581,4.226834,0,1.098612,1.701105,1.321756,4.890349,4.684628,4.634729
buggy,buggy,buggy,buggy,0.693147,2.484907,4.234107,1.868472,0.045246,0.075175,5.250597,0,1.386294,3.502249,0.688135,4.89784,4.687395,4.644391
clean,clean,clean,clean,0.693147,1.098612,1.791759,1.143423,0.05557,0.083881,4.727388,0,1.386294,0.076961,1.098612,4.912655,4.705468,4.65396
buggy,buggy,buggy,buggy,0.693147,1.609438,2.397895,1.182028,0.052018,0.155938,5.028475,0,1.098612,3.195812,1.360977,4.919981,4.713755,4.663439
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0.019418,0.019418,4.634729,0,1.098612,0.357674,2.079442,4.927254,4.722687,4.672829
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0.019418,0.019418,4.634729,0,1.098612,0.457425,2.197225,4.934474,4.730216,4.682131
clean,clean,clean,clean,0.693147,1.098612,1.94591,1.20709,0.047442,0.045509,4.422809,0,1.386294,2.418589,1.504077,4.941642,4.732419,4.691348
buggy,buggy,buggy,buggy,0.693147,2.197225,2.564949,1.297944,0.155222,0.069794,4.715548,0,1.386294,2.543961,1.040277,4.94876,4.727653,4.70048
clean,clean,clean,buggy,0.693147,2.079442,2.70805,1.484416,0.038812,0.043444,4.317488,0,1.609438,3.380654,1.144223,4.955827,4.734003,4.70953
buggy,buggy,buggy,buggy,0.693147,1.94591,3.367296,1.343416,0.1024,0.11614,4.879007,0,1.386294,2.638343,1.098612,4.969813,4.749271,4.718499
clean,clean,clean,clean,0.693147,1.609438,3.044522,1.578993,0.024701,0.027949,5.016949,0,1.098612,0.207014,1.131402,4.976734,4.75772,4.727388
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0.068993,0.101783,3.367296,0,1.386294,3.507657,1.791759,4.997212,4.780383,4.736198
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0.007782,0.007782,4.859812,0,1.386294,1.611436,2.639057,5.937536,5.730911,1.94591
buggy,clean,buggy,buggy,0.693147,1.609438,1.94591,1.112548,0.160408,0.059384,4.479267,0,1.386294,2.649008,1.504077,5.003946,4.784487,4.744932
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0,0.188052,3.401197,0,0.693147,0.019803,0.693147,5.010635,4.792811,4.75359
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0.341443,0.246133,4.465908,0,1.098612,0.985817,2.079442,5.01728,4.79736,4.762174
buggy,buggy,buggy,buggy,0.693147,2.397895,3.332205,1.638682,0.040196,0.087256,4.8404,0,1.386294,3.87681,1.061257,5.023881,4.803447,4.770685
clean,clean,clean,clean,0.693147,1.791759,2.302585,1.268746,0.075947,0.033257,4.248495,0,1.386294,2.241773,1.300192,5.030438,4.804922,4.779123
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0.009132,0.009132,4.70048,0,1.098612,1.617406,2.302585,5.043425,4.81899,4.787492
clean,buggy,buggy,clean,0.693147,1.098612,1.386294,0.849869,0.125163,0.169697,5.049856,1,1.098612,2.966303,2.119863,5.056246,4.834693,4.795791
clean,buggy,clean,clean,1.098612,1.098612,1.098612,0.678516,0.030397,0.030397,4.406719,0,1.609438,3.631515,2.197225,6.066108,5.870172,3.555348
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0.693147,0.137201,3.555348,0,1.386294,0.802002,1.791759,6.09357,5.900746,3.433987
clean,clean,clean,clean,1.098612,1.098612,1.098612,0.690637,0.055994,0.065847,4.569543,0,1.609438,0.482426,2.302585,6.095825,5.90348,3.688879
clean,clean,clean,clean,0.693147,2.079442,3.091042,1.561742,0.093959,0.065042,4.833978,0,1.609438,3.472898,1.456287,5.062595,4.828954,4.804021
clean,clean,clean,clean,0.693147,1.609438,1.791759,0.849967,0.112697,0.004409,4.91852,0,1.386294,2.583243,1.94591,5.068904,4.831429,4.812184
buggy,buggy,buggy,buggy,0.693147,1.609438,1.791759,1.085476,0.037951,0.021385,5.175019,1,1.386294,3.487069,1.722767,5.075174,4.838739,4.820282
buggy,buggy,buggy,buggy,0.693147,1.386294,1.791759,0.941608,0.179497,0.008026,5.518256,0,1.386294,2.512846,2.028148,5.081404,4.833978,4.828314
buggy,buggy,buggy,buggy,0.693147,1.098612,1.098612,0.692366,0.238219,0.00316,5.068904,0,1.098612,3.400864,1.791759,5.09375,4.834693,4.836282
clean,clean,clean,clean,0.693147,1.386294,2.079442,1.100258,0.017783,0.017783,4.791069,1,1.386294,1.036737,1.4884,5.105945,4.835488,4.85203
clean,buggy,buggy,buggy,0.693147,1.098612,1.098612,0.686975,0.023642,0.030627,5.347108,0,1.098612,1.036737,2.014903,5.111988,4.843399,4.859812
buggy,buggy,buggy,buggy,0.693147,2.197225,3.044522,1.406749,0.10883,0.070643,4.914491,0,1.386294,2.037317,1.266948,5.117994,4.838739,4.867534
clean,clean,clean,clean,0.693147,1.098612,1.609438,1.083245,0.020878,0.049393,4.098503,0,1.386294,3.759338,1.791759,5.123964,4.846625,4.875197
clean,buggy,buggy,buggy,0.693147,1.609438,2.079442,1.261592,0.069279,0.032315,5.113733,0,1.098612,2.005526,1.838961,5.129899,4.85031,4.882802
buggy,buggy,buggy,buggy,0,0,0,0,0,0,0,0,0,0,0,3.258097,3.037354,0
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0.009132,0.009132,4.70048,0,1.386294,3.655064,2.890372,6.276643,6.033134,2.302585
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0.018182,0.018182,4.70048,0,1.386294,0.285179,2.944439,6.280396,6.037202,2.397895
clean,buggy,buggy,buggy,0.693147,1.609438,2.079442,0.736547,0.147131,0.06057,5.0087,0,1.386294,3.265759,1.691939,5.135798,4.831748,4.890349
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0.022223,0,4.49981,0,1.098612,3.199897,1.098612,0,0,0
buggy,buggy,buggy,buggy,0.693147,1.386294,1.386294,0.739534,0.353545,0.425355,4.936845,0,1.098612,2.744061,2.197225,0.693147,0.693147,0.693147
clean,clean,clean,clean,0.693147,1.609438,2.484907,1.342191,0.681804,0.324938,4.184185,0,1.386294,1.824549,0.858662,5.141664,4.837155,4.89784
clean,clean,clean,clean,1.098612,1.098612,1.098612,0.636837,0.370244,0.232932,4.527209,0,1.609438,3.529884,2.484907,6.329721,6.074541,4.094345
buggy,buggy,buggy,buggy,0.693147,2.079442,3.367296,1.714329,0.167566,0.111956,4.86314,1,1.609438,3.237501,1.190888,1.098612,1.088562,1.098612
clean,clean,clean,clean,0.693147,0.693147,1.098612,0.657824,0,0.693147,3.970292,0,1.098612,3.485845,0.693147,1.386294,1.373716,1.386294
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0,0.008584,4.762174,0,1.386294,1.551809,2.197225,6.338594,6.077963,3.931826
clean,clean,clean,clean,0.693147,1.098612,3.610918,1.819687,0.330933,0.268659,3.602504,0,1.386294,4.313212,0.824175,1.609438,1.589235,1.609438
clean,buggy,buggy,clean,0.693147,1.098612,1.386294,0.87782,0.082432,0.067164,5.211288,1,1.609438,2.927989,1.991976,1.791759,1.773256,1.791759
clean,clean,clean,clean,0.693147,1.386294,1.386294,0.635882,0.02478,0.017762,5.231109,0,1.098612,2.98366,1.465568,1.94591,1.918392,1.94591
clean,clean,clean,clean,0.693147,0.693147,1.098612,0.627094,0.088553,0.033387,5.09375,1,1.386294,2.696652,1.791759,2.079442,2.052841,2.079442
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0.691738,0.693147,5.874931,0,1.098612,3.799526,2.639057,2.197225,2.173615,2.197225
clean,buggy,buggy,buggy,0.693147,1.098612,1.609438,1.027675,0.102129,0.085816,4.945207,1,1.386294,2.74084,1.658228,2.302585,2.281361,2.302585
clean,clean,buggy,clean,0.693147,0.693147,0.693147,0,0.048989,0.040989,5.480639,1,0.693147,3.608483,1.94591,2.397895,2.37862,2.397895
clean,clean,clean,clean,0.693147,1.098612,1.386294,0.739778,0.028071,0.230935,4.550397,0,1.609438,3.048325,2.119863,2.484907,2.464704,2.484907
clean,clean,clean,clean,0.693147,1.098612,1.386294,0.681016,0.056987,0.195607,4.691348,0,1.098612,3.406185,1.735189,2.564949,2.546315,2.564949
clean,buggy,buggy,clean,0.693147,0.693147,0.693147,0,0.012371,0.008265,5.488938,0,1.098612,0.647103,2.079442,2.639057,2.621766,2.639057
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0.005181,0.002594,5.955837,0,1.386294,1.156881,2.484907,2.70805,2.691921,2.70805
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0.133531,0.028171,3.583519,0,0.693147,3.822536,1.098612,2.772589,2.757475,2.772589
clean,clean,clean,clean,0.693147,1.098612,1.098612,0.651437,0.039221,0.006135,5.096813,0,1.386294,3.429461,1.94591,2.833213,2.818995,2.833213
clean,clean,clean,clean,0.693147,0.693147,1.098612,0.543445,0.012346,0.077651,4.400603,0,1.386294,3.172622,1.504077,2.890372,2.876949,2.890372
clean,clean,clean,clean,1.098612,1.791759,2.302585,1.268105,1.92342,0,2.631169,0,1.386294,0,0.746688,6.393591,6.111866,4.060443
buggy,buggy,buggy,buggy,0.693147,2.564949,4.488636,1.881487,0.130184,0.124359,4.739351,0,1.609438,2.631889,0.806476,2.995732,2.965788,2.995732
clean,clean,clean,clean,0.693147,0.693147,1.609438,1.020788,0,0.693147,4.317488,0,1.098612,5.545256,0.405465,3.044522,3.006178,3.044522
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0.175204,0,4.553877,0,1.098612,1.589235,1.386294,3.091042,3.054473,3.091042
