buggy_B2,buggy_AG,buggy_MA,buggy_RA,ns,nd,nf,entropy,la,ld,lt,fix,ndev,age,nuc,exp,rexp,sexp
clean,clean,clean,clean,0.693147,0.693147,1.098612,0.693147,0,0.00229,6.772508,0,1.098612,1.943049,1.098612,3.828641,3.768614,3.73767
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0.010517,0.007898,7.035269,0,1.609438,1.342865,1.94591,2.397895,2.335052,2.397895
clean,clean,clean,clean,0.693147,0.693147,1.098612,0.399606,0.042988,0.008376,6.284134,0,1.609438,3.202746,1.94591,2.70805,2.636196,2.197225
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0.200671,0.200671,2.302585,0,1.386294,3.707701,1.386294,3.850148,3.781231,0.693147
clean,clean,clean,clean,0.693147,1.098612,1.098612,0.09628,0,0.093896,5.958425,0,1.098612,3.588783,1.252763,3.871201,3.803101,3.7612
buggy,clean,clean,clean,0.693147,0.693147,0.693147,0,0.012762,0.030716,6.99485,1,1.098612,2.491551,1.791759,3.89182,3.82341,3.78419
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0.001695,0.001695,7.47817,1,1.098612,2.494032,1.609438,2.484907,2.418589,2.484907
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0.002898,0.00116,8.14526,0,1.386294,2.565718,2.197225,2.302585,2.235376,2.197225
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0.001695,0.001695,7.47817,0,1.386294,0.806476,1.791759,2.564949,2.500616,2.564949
clean,clean,clean,clean,0.693147,1.386294,1.791759,1.017738,0.005523,0.000839,7.083891,1,1.609438,2.846071,1.029619,3.912023,3.834061,3.806662
clean,clean,clean,clean,0.693147,1.609438,1.609438,0.99832,0.020052,0.000418,7.088617,0,1.386294,2.736962,1.098612,3.931826,3.851636,3.828641
clean,clean,clean,clean,0.693147,0.693147,1.098612,0.693147,0.000224,0.000224,8.405815,0,1.386294,2.892037,1.386294,2.397895,2.325325,2.302585
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0.008942,0,6.910751,0,1.609438,2.171337,2.564949,2.772589,2.687167,2.302585
clean,clean,clean,clean,0.693147,0.693147,1.098612,0.219198,0.519875,0.12419,4.804021,0,0.693147,3.174715,0.405465,2.833213,2.75111,2.397895
clean,clean,clean,clean,0.693147,1.791759,3.332205,1.719794,0.126171,0.126171,3.312002,0,0.693147,3.04357,0.039221,2.890372,2.809403,0.693147
buggy,buggy,buggy,buggy,0.693147,0.693147,2.397895,1.420592,0.008863,0.008863,5.132853,0,1.609438,2.786861,0.470004,2.944439,2.867899,1.791759
clean,buggy,buggy,clean,0.693147,0.693147,0.693147,0,0.007005,0.007005,7.037906,0,1.609438,2.631889,2.079442,2.995732,2.922086,1.94591
clean,clean,clean,clean,0.693147,1.386294,1.609438,0.028389,1.887628,0.009174,4.011868,0,1.098612,0.883768,0.405465,2.564949,2.496506,2.484907
clean,clean,clean,clean,0.693147,1.386294,1.94591,0.661757,1.677105,0.642275,5.421287,0,1.098612,1.572774,0.405465,2.639057,2.575661,2.564949
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0.047791,0.010929,6.909753,0,0.693147,3.242983,0.693147,2.70805,2.639057,2.639057
clean,clean,clean,clean,0,0,0,0,0,0,0,0,0,0,0,3.044522,2.964242,0
clean,buggy,clean,clean,0,0,0,0,0,0,0,0,0,0,0,3.091042,3.014554,0
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0.367725,0.367725,2.302585,0,1.386294,2.723267,1.609438,3.135494,3.062456,1.609438
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0.105361,0.105361,2.302585,0,1.386294,2.723267,1.609438,3.178054,3.108168,1.791759
clean,clean,clean,clean,0.693147,1.609438,1.609438,0.82205,0.024943,0.003152,5.761265,1,1.386294,3.258865,1.178655,3.951244,3.85291,3.850148
clean,clean,clean,clean,0.693147,1.098612,1.098612,0.594033,0.004237,0.004237,6.156979,0,0.693147,3.276767,0.405465,3.218876,3.14974,2.079442
clean,clean,clean,clean,0.693147,1.098612,1.098612,0.594033,0.004237,0.004237,6.156979,0,0.693147,3.283914,0.405465,3.258097,3.191299,2.197225
buggy,clean,buggy,buggy,0.693147,1.791759,2.397895,1.134372,0.061562,0.012166,6.666066,1,1.791759,2.421257,0.916291,3.295837,3.231595,2.302585
buggy,clean,clean,buggy,0.693147,1.609438,2.70805,1.569774,0.016274,0.009715,6.960888,0,1.098612,3.273743,0.536493,3.970292,3.872866,3.871201
clean,clean,clean,clean,0.693147,1.609438,2.70805,1.569774,0.016274,0.009715,6.960888,0,1.098612,3.274121,0.536493,3.988984,3.893248,3.89182
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0.074108,0,2.639057,0,1.098612,4.342896,1.098612,4.007333,3.912023,1.098612
clean,clean,clean,clean,0.693147,0.693147,2.197225,1.371143,0.017534,0.00228,6.084795,0,1.098612,3.303952,0.405465,4.025352,3.931237,3.912023
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0.074108,0,2.639057,0,1.098612,4.37349,1.098612,4.043051,3.945458,1.386294
clean,clean,clean,clean,0.693147,1.94591,2.302585,1.161224,0.001114,0.089093,6.549021,0,1.386294,3.537766,0.636577,4.060443,3.952589,3.931826
buggy,clean,buggy,clean,0.693147,2.302585,2.564949,1.479161,0.002292,0.00234,7.443178,0,1.386294,3.558486,0.774727,4.094345,3.987687,3.970292
clean,clean,clean,clean,0.693147,1.791759,2.079442,0.988209,0.019135,0.001053,6.010556,0,1.386294,1.764731,0.451076,2.639057,2.517696,2.639057
clean,clean,clean,clean,0.693147,1.609438,1.94591,0.933219,0.429998,0.023257,3.772761,1,1.386294,2.352327,0.693147,1.791759,1.640937,1.791759
buggy,clean,buggy,buggy,1.098612,1.94591,2.890372,1.395767,0.097065,0.008283,6.847634,0,1.609438,3.618993,1.036737,2.772589,2.650421,2.772589
buggy,clean,clean,clean,0.693147,0.693147,1.386294,0.765821,0.693147,0.693147,5.739793,0,0.693147,0.067659,0.285179,2.833213,2.71866,2.772589
clean,clean,clean,buggy,0.693147,0.693147,0.693147,0,0.00667,0.029673,7.492203,0,1.098612,3.991204,1.791759,4.110874,3.961765,3.988984
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0.002451,0.000613,7.396949,0,1.386294,1.783391,1.791759,2.890372,2.771338,2.833213
buggy,buggy,buggy,buggy,0.693147,1.609438,2.564949,1.239825,0.005194,0.008444,7.500623,0,1.609438,3.930256,0.845868,4.127134,3.975936,4.007333
clean,clean,clean,clean,0.693147,2.302585,2.833213,0.971184,0.011001,0.02602,7.345487,0,1.791759,3.841386,0.81093,2.70805,2.560323,2.70805
clean,clean,buggy,buggy,0.693147,1.609438,1.791759,1.153536,7.496652,0,0,0,0,0,0,2.772589,2.634762,2.772589
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0.000913,0.000913,6.999422,0,1.098612,0.518794,2.197225,4.143135,3.99305,4.025352
buggy,buggy,buggy,buggy,1.098612,1.098612,1.098612,0.516329,0.196074,0,6.227524,0,1.609438,3.014554,2.014903,3.332205,3.197039,3.091042
clean,buggy,clean,clean,1.098612,1.098612,1.098612,0.516329,0.196074,0,6.227524,0,1.609438,3.015045,2.014903,3.367296,3.237109,3.178054
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0.008511,0,4.770685,0,1.098612,4.672361,1.098612,3.401197,3.275634,1.94591
clean,clean,clean,clean,1.098612,2.397895,2.995732,1.468215,0.000527,0.063695,6.907495,0,1.609438,3.676554,0.693147,4.158883,4.005331,4.110874
