buggy_B2,buggy_AG,buggy_MA,buggy_RA,ns,nd,nf,entropy,la,ld,lt,fix,ndev,age,nuc,exp,rexp,sexp
clean,clean,clean,clean,1.386294,1.386294,1.386294,0.559566,0.005837,0,8.085385,0,1.609438,3.292498,2.269028,3.091042,3.006178,3.850148
clean,buggy,buggy,buggy,1.098612,1.098612,1.098612,0.693147,0.003346,0.001117,6.105909,1,1.94591,1.163151,3.044522,3.091042,3.003204,3.332205
buggy,buggy,buggy,buggy,1.386294,2.197225,2.995732,1.508459,0.046215,0.01491,6.379495,0,1.94591,2.514465,1.150572,3.258097,3.141995,3.637586
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0.007005,0.005259,7.037906,0,1.609438,0.029559,2.302585,3.295837,3.184284,2.564949
clean,clean,clean,clean,1.098612,1.098612,1.098612,0.678516,0.013004,0,5.948035,0,1.94591,3.610918,3.091042,3.135494,3.049747,3.401197
clean,clean,clean,clean,1.098612,1.098612,1.098612,0.678516,0.013643,0,5.899897,0,1.609438,3.634423,2.674149,3.178054,3.09603,3.465736
buggy,clean,buggy,buggy,1.386294,1.609438,2.772589,1.240592,0.508507,0.004921,5.441248,1,1.94591,3.979495,1.368639,2.70805,2.593013,3.258097
clean,clean,clean,clean,1.386294,1.386294,1.609438,0.57649,0.009439,0.005884,7.079395,0,1.94591,2.111425,2.484907,3.332205,3.210037,3.73767
buggy,buggy,buggy,buggy,1.098612,1.609438,1.609438,0.987323,0.010852,0.003204,5.967428,1,1.94591,3.472587,2.505526,3.135494,3.03351,3.583519
clean,clean,clean,clean,1.098612,1.609438,3.091042,1.168085,0.498348,0.028033,5.563063,1,1.386294,3.100993,0.173953,2.772589,2.656055,2.944439
clean,clean,clean,clean,1.386294,1.386294,1.386294,0.51875,0.013573,0.000477,7.649059,0,1.94591,2.707383,2.793004,2.833213,2.714695,3.433987
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0,0.007605,5.572154,0,0.693147,2.68444,1.098612,3.218876,3.109507,2.772589
clean,clean,clean,clean,1.386294,1.386294,1.386294,0.773547,0.01277,0.005914,6.515201,0,1.94591,2.642622,2.813611,3.367296,3.233567,3.806662
clean,clean,clean,clean,1.098612,1.791759,2.079442,1.255736,0.069765,0.021283,5.560682,1,1.94591,3.388112,2.061787,3.401197,3.272227,3.688879
buggy,clean,clean,clean,1.386294,1.609438,1.791759,1.08807,0.027344,0.00603,5.985949,1,1.94591,3.332205,2.379546,3.178054,3.063858,3.951244
buggy,buggy,buggy,buggy,1.098612,1.791759,1.791759,0.819136,0.161714,0.002616,6.283014,0,1.94591,3.047376,2.397895,3.433987,3.306887,3.73767
clean,clean,clean,clean,1.098612,1.098612,1.098612,0.651437,0.0047,0.002353,6.053265,0,1.94591,3.721105,3.277145,3.258097,3.144152,2.995732
clean,clean,clean,clean,0.693147,0.693147,1.791759,1.036347,5.916202,0,0,0,0,0,0,3.465736,3.333632,0
clean,clean,clean,clean,1.386294,1.609438,2.197225,1.261043,0.049136,0.009483,5.622211,0,1.94591,3.448399,2.014903,3.496508,3.366606,3.951244
clean,clean,clean,clean,1.386294,1.609438,1.609438,0.794525,0.147217,0.056558,6.926822,0,1.94591,4.115127,2.656757,3.218876,3.09603,4.007333
clean,clean,clean,clean,1.098612,1.098612,1.791759,0.322446,0.174851,0.197068,7.712354,0,1.94591,4.232801,2.4681,3.526361,3.398193,3.828641
buggy,buggy,buggy,buggy,1.386294,1.609438,1.609438,0.758776,0.020457,0.016295,6.158567,1,1.94591,2.661657,2.70805,3.295837,3.176803,3.78419
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,5.451038,0,0,0,0,0,0,3.555348,3.429137,2.995732
buggy,buggy,buggy,buggy,1.098612,1.94591,2.944439,1.564874,1.361882,0,3.646233,0,1.94591,0.00995,1.413423,3.332205,3.217275,3.091042
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0.001483,0.001483,6.514713,0,1.94591,1.337629,4.060443,3.583519,3.454106,3.367296
clean,buggy,clean,clean,0,0,0,0,0,0,0,0,0,0,0,3.610918,3.485232,0
clean,clean,clean,clean,0.693147,0.693147,1.098612,0.500789,0.006481,0.0013,6.646391,0,1.94591,2.907447,3.433987,3.637586,3.515419,3.401197
buggy,clean,clean,clean,1.098612,1.098612,1.098612,0.279718,0.022507,0.015808,6.49224,1,1.94591,2.578701,3.417727,2.890372,2.749192,3.258097
clean,clean,clean,clean,1.098612,1.098612,1.098612,0.279718,0.022642,0.015903,6.486161,1,1.94591,2.588516,3.401197,2.944439,2.811208,3.332205
buggy,buggy,buggy,buggy,1.386294,1.94591,2.197225,1.28481,0.043036,0.005919,6.344759,0,1.94591,3.661508,2.155245,3.258097,3.128513,4.060443
clean,clean,clean,clean,1.386294,1.94591,2.197225,1.28481,0.04311,0.00593,6.343001,0,1.94591,3.661251,2.140066,3.295837,3.171365,4.110874
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0.005789,0,6.536692,0,1.94591,0,4.127134,3.332205,3.212455,3.044522
clean,clean,clean,clean,1.098612,1.098612,1.386294,0.208132,0.163792,0.182699,8.210035,0,1.94591,1.808289,3.091042,3.663562,3.536893,3.931826
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0,0.005739,6.54535,0,1.94591,0,4.158883,3.688879,3.565581,3.465736
clean,clean,clean,clean,1.098612,1.098612,1.386294,0.193468,0.163648,0.182579,8.208946,0,1.94591,1.809927,3.060115,3.713572,3.593469,3.988984
clean,clean,clean,clean,1.386294,1.386294,2.197225,0.869203,0.053976,0.004323,6.359574,0,1.94591,3.501646,2.155245,3.367296,3.244154,4.174387
buggy,buggy,buggy,buggy,1.386294,1.386294,2.197225,0.869203,0.053885,0.004316,6.361302,0,1.94591,3.501947,2.197225,3.401197,3.282414,4.219508
clean,clean,clean,clean,1.098612,1.098612,1.098612,0.693147,0.00299,0,6.505784,0,1.94591,1.915451,3.511545,3.73767,3.609024,4.025352
clean,clean,clean,clean,1.386294,1.386294,1.386294,0.465234,0.094876,0.008576,5.856017,1,1.94591,3.982481,3.135494,3.7612,3.635742,4.204693
clean,clean,clean,clean,0.693147,0.693147,1.386294,0.723327,0.004972,0.004972,6.284134,0,1.94591,3.776432,3.105931,3.78419,3.661508,3.583519
clean,clean,clean,clean,0,0,0,0,0,0,0,0,0,0,0,3.806662,3.686877,0
buggy,clean,buggy,clean,1.386294,1.386294,1.386294,0.511963,0.011352,0,6.840899,0,1.94591,2.11746,3.14974,1.098612,1.033184,1.94591
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0.00692,0.001157,6.76273,0,1.791759,1.108563,2.833213,3.828641,3.706719,3.610918
clean,clean,clean,clean,1.386294,1.609438,1.609438,0.760231,0.028076,0.000264,6.855672,0,1.94591,3.180966,2.890372,3.367296,3.225653,3.871201
buggy,clean,buggy,buggy,1.386294,1.791759,1.791759,1.046006,0.025585,0.005618,6.566672,1,1.94591,3.141563,2.694627,1.386294,1.332366,2.302585
buggy,buggy,buggy,buggy,1.386294,2.302585,3.637586,1.641175,0.126996,0.025005,6.086093,1,1.94591,3.633102,1.108563,2.995732,2.844909,3.637586
