buggy_B2,buggy_AG,buggy_MA,buggy_RA,ns,nd,nf,entropy,la,ld,lt,fix,ndev,age,nuc,exp,rexp,sexp
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0.006079,0.004057,6.200509,0,1.098612,0.173953,2.639057,4.934474,4.8489,4.644391
clean,clean,clean,clean,0.693147,1.386294,1.386294,0.787634,0.011236,0.011236,5.46806,1,0.693147,2.104134,1.673351,4.941642,4.856629,4.65396
clean,clean,clean,clean,1.098612,1.098612,1.098612,0.688675,0.255347,0.035718,3.349904,0,0.693147,3.075005,1.252763,4.94876,4.864376,3.465736
clean,clean,clean,clean,1.386294,1.94591,3.044522,1.285971,0.067441,0.038905,5.213576,0,1.098612,3.301377,1.20896,4.955827,4.872063,4.934474
clean,clean,clean,clean,0,0,0,0,0,0,0,0,0,0,0,4.962845,4.879691,0
clean,clean,clean,clean,1.098612,1.098612,1.386294,0.570663,0.044917,0.080866,5.387564,1,1.098612,2.184927,1.89762,4.969813,4.880223,4.875197
buggy,buggy,buggy,buggy,1.386294,1.609438,2.70805,1.167494,0.094614,0.049294,5.972715,0,1.098612,3.110845,1.350667,4.976734,4.887714,4.990433
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0.031253,0.015748,4.158883,0,0.693147,3.52783,1.94591,4.983607,4.89485,2.833213
clean,clean,clean,clean,0.693147,0.693147,1.94591,1.268462,0.984836,0.331156,1.735189,0,0.693147,2.408745,0.512824,4.990433,4.900523,2.890372
clean,clean,clean,clean,1.098612,1.098612,1.098612,0.500789,0.019418,0.093526,3.951244,0,0.693147,2.904713,1.504077,4.997212,4.907938,3.526361
clean,clean,clean,clean,1.098612,1.098612,2.302585,1.205854,0.029404,0.010554,5.127292,0,0.693147,2.93066,0.512824,5.003946,4.912508,4.787492
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0.027588,0,4.969813,0,0.693147,3.64205,1.386294,5.010635,4.91947,4.70048
buggy,buggy,buggy,buggy,0.693147,1.098612,2.079442,1.10852,0.044421,0.002857,5.992539,1,1.098612,3.281663,1.742219,5.01728,4.926746,4.70953
buggy,buggy,buggy,clean,1.098612,1.098612,1.386294,0.285297,0.170125,0.133531,6.465631,1,1.098612,1.937302,2.159869,5.023881,4.932025,4.85203
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0.310155,0,3.526361,0,0.693147,1.368639,1.94591,5.030438,4.939211,3.295837
buggy,buggy,buggy,buggy,1.386294,2.564949,3.951244,1.728818,0.083166,0.060706,5.650839,0,1.386294,3.325036,1.015231,5.036953,4.934042,5.056246
clean,clean,clean,clean,1.098612,1.386294,1.386294,0.806775,0.005851,0.000587,6.34388,0,1.098612,0.00995,2.512035,5.043425,4.941214,4.955827
clean,clean,clean,clean,1.098612,1.098612,1.386294,0.928413,0.025001,0.012579,4.382027,0,0.693147,1.578979,1.735189,5.049856,4.948334,4.969813
buggy,buggy,buggy,buggy,1.098612,1.386294,1.94591,0.880237,0.050198,0.011472,6.335639,1,1.098612,1.61343,1.921325,5.056246,4.955193,4.983607
buggy,buggy,buggy,buggy,1.098612,1.098612,1.609438,1.011681,0.007714,0.003864,6.115892,0,1.098612,2.918851,2.197225,5.062595,4.962215,4.997212
clean,clean,clean,buggy,1.098612,1.098612,1.098612,0.207591,0.105846,0.079296,5.332719,1,0.693147,0.04879,2.397895,5.068904,4.969188,5.010635
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0.00639,0.00639,5.746203,0,0.693147,3.90962,1.94591,5.075174,4.976044,4.779123
buggy,buggy,buggy,buggy,0.693147,1.386294,1.386294,0.877546,0.054067,0.019166,6.282267,1,1.098612,1.015231,2.079442,5.081404,4.982716,4.787492
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0.066249,0,4.304065,0,0.693147,0.10436,2.639057,5.087596,4.989548,3.526361
